date,region,warehouse_id,warehouse_location,service,instance_type,storage_type,pricing_model,usage_quantity,usage_unit,total_cost,discount_%,environment,application,operation_type,order_count,shipment_volume,total_cost_(derived),effective_cost_(derived),month,cost_per_unit,cloud_provider
2024-02-22,ap-south-1,wh-1479,"sao paulo, br",compute,n2-standard-4,archive,spot,19224.79,vcpu-hours,2.6548,20.46,uat,vendorportal,forecasting,14745,28906.51,51037.97,40595.6,2024-02,0.00013809253573120954,GCP
2024-02-22,sa-east-1,wh-0268,"singapore, sg",storage,t3.medium,hdd,spot,7709.01,tb,0.2271,35.78,staging,ordermgmt,modeltraining,9423,2888.34,1750.72,1124.31,2024-02,2.9459035596010382e-05,Oracle Cloud
2024-02-23,eu-west-1,wh-0311,"singapore, sg",data transfer,n2-standard-4,object,preemptible,966628.0,requests,0.1789,40.53,production,demandforecast,forecasting,7459,17573.69,172929.75,102841.32,2024-02,1.8507636857198427e-07,AWS
2024-02-23,ap-southeast-1,wh-0291,"phoenix, usa",kubernetes,c5.xlarge,ssd,reserved,2540.02,tb,0.0878,28.82,qa,ordermgmt,routeoptimization,3665,32902.84,223.01,158.74,2024-02,3.456665695545704e-05,GCP
2024-02-23,us-east-1,wh-0335,"chennai, in",storage,standard_d4s_v5,hdd,preemptible,324.07,hours,0.1237,24.11,development,procurementhub,modeltraining,10460,3185.52,40.09,30.42,2024-02,0.00038170765575338666,AWS
2024-02-23,us-east-1,wh-2297,"dublin, ie",analytics,c5.xlarge,block,spot,2103.77,tb,0.5718,0.1,production,ordermgmt,etl,13695,25149.57,1202.94,1201.74,2024-02,0.0002717977725701954,AWS
2024-02-23,eu-west-1,wh-2201,"phoenix, usa",database,m5.large,block,preemptible,44045.09,gb,0.6342,10.9,qa,demandforecast,dataingest,12607,39683.7,27933.4,24888.66,2024-02,1.439888078330638e-05,Azure
2024-02-23,us-east-1,wh-1494,"frankfurt, de",serverless,f2s_v2,archive,preemptible,1268994.0,requests,0.4578,40.16,qa,demandforecast,inventorysync,7468,44421.01,580945.45,347637.76,2024-02,3.6075820689459524e-07,AWS
2024-02-23,eu-west-1,wh-2014,"sao paulo, br",compute,m5.large,object,on-demand,19010.44,gb,1.0594,7.87,qa,vendorportal,forecasting,7434,3561.81,20139.66,18554.67,2024-02,5.572727406624991e-05,GCP
2024-02-23,us-west-2,wh-1076,"singapore, sg",ai/ml,c5.xlarge,archive,reserved,22207.97,vcpu-hours,1.1002,12.55,qa,procurementhub,orderprocessing,4138,64389.81,24433.21,21366.84,2024-02,4.954077297474736e-05,AWS
2024-02-23,us-west-2,wh-2483,"mumbai, in",storage,m5.large,hdd,reserved,73606.26,gb-month,0.0615,18.51,staging,procurementhub,dataingest,4949,9178.68,4526.78,3688.87,2024-02,8.355267609032167e-07,AWS
2024-02-23,sa-east-1,wh-0879,"phoenix, usa",kubernetes,m5.large,ssd,preemptible,2081.0,tb,0.9164,34.08,production,financeops,shipmenttracking,3623,6493.25,1907.03,1257.11,2024-02,0.0004403652090341182,Oracle Cloud
2024-02-23,us-east-1,wh-0391,"mumbai, in",ai/ml,standard_d4s_v5,object,reserved,9790.41,vcpu-hours,0.8871,12.59,production,ordermgmt,shipmenttracking,14115,61082.43,8685.07,7591.62,2024-02,9.060907561583223e-05,AWS
2024-02-23,ap-southeast-1,wh-1192,"phoenix, usa",serverless,c5.xlarge,cold,spot,907.42,hours,0.1267,29.01,staging,procurementhub,modeltraining,11634,61948.25,114.97,81.62,2024-02,0.00013962663375283773,AWS
2024-02-23,us-east-1,wh-1563,"mumbai, in",cdn,t3.medium,object,on-demand,1401.74,hours,1.2984,29.74,production,inventoryplanner,backup,6608,30992.3,1820.02,1278.75,2024-02,0.0009262773410190192,AWS
2024-02-23,sa-east-1,wh-0290,"frankfurt, de",compute,c5.xlarge,block,on-demand,38088.93,vcpu-hours,1.6,0.6,uat,warehousesync,etl,11900,16706.91,60942.29,60576.64,2024-02,4.200695582679797e-05,Oracle Cloud
2024-02-23,us-west-2,wh-2459,"rotterdam, nl",networking,standard_d4s_v5,object,on-demand,4563.04,tb,0.7668,11.02,production,inventoryplanner,dataingest,7085,27326.74,3498.94,3113.36,2024-02,0.00016804586416073496,AWS
2024-02-23,eu-west-1,wh-2103,"rotterdam, nl",cdn,n2-standard-4,hdd,spot,239.26,hours,1.1875,29.09,development,procurementhub,dataingest,13642,32249.89,284.12,201.47,2024-02,0.004963219928111678,GCP
2024-02-23,eu-west-1,wh-1921,"singapore, sg",storage,m5.large,cold,reserved,59899.41,gb-month,0.1633,6.66,qa,procurementhub,dataingest,12491,41906.89,9781.57,9130.12,2024-02,2.726237203338063e-06,AWS
2024-02-23,us-west-2,wh-2167,"sao paulo, br",data transfer,standard_d4s_v5,block,spot,51497.94,gb-month,0.0823,25.11,uat,routeoptimizer,inventorysync,14698,17372.02,4238.28,3174.05,2024-02,1.5981221773142768e-06,Azure
2024-02-23,us-west-2,wh-2254,"sao paulo, br",kubernetes,standard_d4s_v5,archive,preemptible,24018.95,vcpu-hours,1.2785,39.24,qa,inventoryplanner,dataingest,3387,7613.73,30708.23,18658.32,2024-02,5.3228804756244546e-05,AWS
2024-02-23,us-west-2,wh-0212,"frankfurt, de",database,f2s_v2,archive,spot,2848.26,tb,2.3858,42.96,staging,shipmenttracker,routeoptimization,13508,39124.62,6795.38,3876.08,2024-02,0.0008376342047425446,Azure
2024-02-23,ap-southeast-1,wh-2022,"rotterdam, nl",storage,standard_d4s_v5,object,spot,3814.89,tb,0.2681,11.48,development,warehousesync,backup,4527,49561.4,1022.77,905.36,2024-02,7.027725570068861e-05,AWS
2024-02-23,us-east-1,wh-2176,"dublin, ie",storage,standard_d4s_v5,block,reserved,37572.57,gb,0.2575,21.27,staging,procurementhub,backup,12860,11227.17,9674.94,7617.08,2024-02,6.853403959324582e-06,AWS
2024-02-23,eu-west-1,wh-2269,"dublin, ie",serverless,n2-standard-4,object,spot,3709.4,vcpu-hours,1.4002,25.82,production,vendorportal,dataingest,9791,2453.59,5193.9,3852.84,2024-02,0.0003774734458402976,AWS
2024-02-23,eu-west-1,wh-0291,"rotterdam, nl",kubernetes,f2s_v2,ssd,reserved,1186826.0,requests,0.2145,4.73,development,ordermgmt,modeltraining,14073,59125.28,254574.18,242532.82,2024-02,1.8073415985157048e-07,GCP
2024-02-23,ap-south-1,wh-0016,"dallas, usa",kubernetes,c5.xlarge,block,preemptible,11145.64,vcpu-hours,1.3592,30.73,development,financeops,inventorysync,3046,66175.85,15149.15,10493.82,2024-02,0.00012194903119067187,GCP
2024-02-23,eu-west-1,wh-1005,"sao paulo, br",analytics,standard_d4s_v5,cold,spot,365540.0,requests,0.4553,2.9,qa,procurementhub,routeoptimization,8969,27736.37,166430.36,161603.88,2024-02,1.2455545220769273e-06,AWS
2024-02-23,eu-west-1,wh-0818,"chennai, in",data transfer,standard_d4s_v5,ssd,on-demand,2622.08,tb,0.1167,25.56,development,procurementhub,backup,4122,51423.81,306.0,227.79,2024-02,4.450665120820112e-05,Azure
2024-02-24,ap-southeast-1,wh-1127,"singapore, sg",analytics,m5.large,block,preemptible,4596.07,tb,0.7347,35.86,qa,vendorportal,backup,14108,17351.62,3376.73,2165.83,2024-02,0.00015985396218943577,GCP
2024-02-24,ap-south-1,wh-0866,"sao paulo, br",cdn,c5.xlarge,cold,preemptible,7921.49,tb,0.0509,19.49,development,routeoptimizer,backup,3084,49502.03,403.2,324.62,2024-02,6.425558827947773e-06,AWS
2024-02-24,ap-southeast-1,wh-1572,"phoenix, usa",compute,n2-standard-4,archive,on-demand,21770.0,requests,2.2988,29.94,qa,financeops,orderprocessing,8086,3070.31,50044.88,35061.44,2024-02,0.00010559485530546624,AWS
2024-02-24,eu-west-1,wh-1775,"dublin, ie",serverless,t3.medium,block,on-demand,5541.17,vcpu-hours,0.8263,21.38,development,vendorportal,orderprocessing,488,35401.58,4578.67,3599.75,2024-02,0.00014912013166894358,AWS
2024-02-24,us-west-2,wh-0737,"phoenix, usa",compute,n2-standard-4,hdd,on-demand,2305954.0,requests,0.5213,26.7,uat,financeops,shipmenttracking,11164,17896.79,1202093.82,881134.77,2024-02,2.2606695536858062e-07,AWS
2024-02-24,eu-central-1,wh-1028,"rotterdam, nl",database,standard_d4s_v5,archive,on-demand,751.47,hours,0.6426,6.63,staging,vendorportal,shipmenttracking,5643,5926.26,482.89,450.87,2024-02,0.0008551239570441933,AWS
2024-02-24,us-west-2,wh-0176,"chennai, in",serverless,r6g.large,hdd,spot,870399.0,requests,0.8167,11.25,development,ordermgmt,backup,14222,15507.65,710854.86,630883.69,2024-02,9.383053059573828e-07,AWS
2024-02-24,ap-southeast-1,wh-1291,"dublin, ie",networking,t3.medium,block,on-demand,454612.0,requests,0.562,28.23,uat,warehousesync,modeltraining,9087,3753.26,255491.94,183366.57,2024-02,1.2362190175358328e-06,GCP
2024-02-24,us-east-1,wh-1694,"chennai, in",ai/ml,r6g.large,ssd,savings plan,499494.0,requests,2.9452,34.46,production,procurementhub,modeltraining,9149,33031.11,1471109.73,964165.32,2024-02,5.896367123529011e-06,Azure
2024-02-24,ap-southeast-1,wh-2231,"frankfurt, de",analytics,c5.xlarge,hdd,spot,2984547.0,requests,0.1633,41.05,uat,procurementhub,forecasting,9037,23854.47,487376.53,287308.46,2024-02,5.471517118008193e-08,AWS
2024-02-24,us-east-1,wh-0643,"mumbai, in",ai/ml,t3.medium,hdd,reserved,36141.87,gb-month,2.9038,16.97,uat,shipmenttracker,dataingest,14706,54639.02,104948.76,87138.96,2024-02,8.03444868790685e-05,Azure
2024-02-24,sa-east-1,wh-2474,"dallas, usa",compute,n2-standard-4,object,reserved,23191.29,gb-month,1.7097,42.12,qa,shipmenttracker,modeltraining,13082,61971.44,39650.15,22949.51,2024-02,7.372164290990281e-05,Oracle Cloud
2024-02-24,ap-southeast-1,wh-2378,"sao paulo, br",kubernetes,n2-standard-4,archive,savings plan,2009471.0,requests,0.7657,30.27,staging,financeops,etl,9456,39402.03,1538651.94,1072902.0,2024-02,3.810455587565086e-07,AWS
2024-02-24,ap-south-1,wh-0478,"dallas, usa",compute,standard_d4s_v5,archive,savings plan,53351.52,gb,1.7717,4.87,production,shipmenttracker,orderprocessing,8903,47489.32,94522.89,89919.63,2024-02,3.320805105459039e-05,GCP
2024-02-24,eu-central-1,wh-0192,"chennai, in",ai/ml,f2s_v2,ssd,reserved,123298.45,gb,2.9033,20.92,staging,inventoryplanner,dataingest,5428,14224.67,357972.39,283084.57,2024-02,2.3546930233105122e-05,AWS
2024-02-24,eu-west-1,wh-1676,"phoenix, usa",kubernetes,m5.large,ssd,reserved,2233241.0,requests,0.8937,29.91,development,shipmenttracker,orderprocessing,10148,18135.31,1995847.48,1398889.5,2024-02,4.001807238896295e-07,Azure
2024-02-24,us-east-1,wh-1106,"singapore, sg",database,c5.xlarge,archive,on-demand,1309831.0,requests,0.6821,38.61,staging,vendorportal,routeoptimization,11987,63002.84,893435.73,548480.19,2024-02,5.20754204168324e-07,AWS
2024-02-24,ap-southeast-1,wh-1974,"sao paulo, br",data transfer,r6g.large,cold,spot,1984446.0,requests,0.0715,31.24,production,vendorportal,forecasting,5614,37240.96,141887.89,97562.11,2024-02,3.60302069192107e-08,GCP
2024-02-24,us-east-1,wh-1352,"dublin, ie",ai/ml,c5.xlarge,hdd,reserved,33496.2,gb,2.9722,33.87,development,warehousesync,modeltraining,2099,49813.2,99557.41,65837.32,2024-02,8.873245323350112e-05,AWS
2024-02-24,us-west-2,wh-0169,"mumbai, in",analytics,standard_d4s_v5,archive,savings plan,6675.73,tb,0.1817,4.6,qa,procurementhub,forecasting,5691,65219.64,1212.98,1157.18,2024-02,2.7217997132897827e-05,Azure
2024-02-24,ap-south-1,wh-1674,"dallas, usa",networking,m5.large,ssd,preemptible,4710.61,vcpu-hours,0.5168,29.66,development,demandforecast,inventorysync,570,59945.32,2434.44,1712.39,2024-02,0.00010970978280944508,GCP
2024-02-24,us-west-2,wh-1752,"dublin, ie",serverless,m5.large,hdd,reserved,2393451.0,requests,0.6821,0.39,staging,procurementhub,shipmenttracking,5509,47887.61,1632572.93,1626205.9,2024-02,2.849859888504089e-07,AWS
2024-02-24,sa-east-1,wh-1066,"sao paulo, br",kubernetes,standard_d4s_v5,archive,on-demand,8362.6,vcpu-hours,0.466,23.29,uat,vendorportal,modeltraining,13335,32632.2,3896.97,2989.37,2024-02,5.572429627149451e-05,Azure
2024-02-24,us-east-1,wh-0408,"chennai, in",compute,t3.medium,archive,reserved,6710.56,tb,2.1652,20.19,production,shipmenttracker,shipmenttracking,10625,11199.83,14529.7,11596.15,2024-02,0.00032265563529720317,AWS
2024-02-24,us-west-2,wh-2160,"mumbai, in",analytics,t3.medium,ssd,spot,4154.32,vcpu-hours,1.3695,12.94,staging,inventoryplanner,routeoptimization,8193,48186.5,5689.34,4953.14,2024-02,0.00032965683914575674,AWS
2024-02-25,eu-west-1,wh-1088,"sao paulo, br",cdn,m5.large,cold,savings plan,49761.36,gb-month,0.1665,17.47,staging,inventoryplanner,routeoptimization,11491,40437.93,8285.27,6837.83,2024-02,3.345969643916485e-06,AWS
2024-02-25,eu-central-1,wh-0403,"rotterdam, nl",networking,t3.medium,cold,on-demand,368145.0,requests,0.1733,10.23,uat,financeops,forecasting,2295,63412.2,63799.53,57272.84,2024-02,4.707384318678782e-07,AWS
2024-02-25,sa-east-1,wh-0557,"chennai, in",serverless,t3.medium,archive,on-demand,4383.94,tb,0.3103,1.85,staging,warehousesync,dataingest,13972,50850.22,1360.34,1335.17,2024-02,7.078107820818717e-05,AWS
2024-02-25,eu-central-1,wh-1850,"sao paulo, br",ai/ml,m5.large,ssd,on-demand,171.31,hours,1.4885,23.4,staging,financeops,backup,13539,61132.62,254.99,195.32,2024-02,0.008688926507501022,GCP
2024-02-25,sa-east-1,wh-0976,"dublin, ie",networking,r6g.large,ssd,savings plan,7653.12,gb-month,0.0545,18.4,qa,ordermgmt,modeltraining,4011,18497.1,417.1,340.35,2024-02,7.121278641913364e-06,Azure
2024-02-25,us-east-1,wh-0308,"singapore, sg",compute,f2s_v2,object,on-demand,56719.2,gb-month,2.4523,37.28,uat,vendorportal,inventorysync,6333,57477.54,139092.49,87238.81,2024-02,4.323580022285223e-05,Azure
2024-02-25,eu-west-1,wh-1461,"dallas, usa",data transfer,t3.medium,ssd,preemptible,51615.62,gb-month,0.228,8.25,production,warehousesync,shipmenttracking,13253,42690.12,11768.36,10797.47,2024-02,4.417267486082701e-06,AWS
2024-02-25,ap-south-1,wh-2004,"dallas, usa",analytics,r6g.large,cold,preemptible,8601.85,vcpu-hours,0.864,4.14,qa,shipmenttracker,dataingest,5473,57120.44,7432.0,7124.32,2024-02,0.00010044350924510424,GCP
2024-02-25,ap-southeast-1,wh-1043,"rotterdam, nl",analytics,n2-standard-4,cold,on-demand,1039108.0,requests,0.3166,1.9,development,inventoryplanner,orderprocessing,5550,43912.88,328981.59,322730.94,2024-02,3.0468440239128177e-07,GCP
2024-02-25,sa-east-1,wh-2097,"singapore, sg",database,r6g.large,object,spot,28913.51,vcpu-hours,1.5296,12.7,staging,ordermgmt,modeltraining,14413,63564.63,44226.1,38609.39,2024-02,5.290260504518477e-05,Azure
2024-02-25,us-east-1,wh-1184,"phoenix, usa",data transfer,r6g.large,archive,reserved,97809.46,gb,0.1819,5.58,uat,vendorportal,shipmenttracking,3148,7012.27,17791.54,16798.77,2024-02,1.8597383116111672e-06,AWS
2024-02-25,eu-central-1,wh-1041,"mumbai, in",compute,m5.large,archive,preemptible,38394.01,gb-month,1.3571,43.58,qa,shipmenttracker,orderprocessing,3774,7842.5,52104.51,29397.36,2024-02,3.534665954402783e-05,GCP
2024-02-25,eu-central-1,wh-1300,"phoenix, usa",database,c5.xlarge,object,savings plan,90.31,hours,0.729,24.42,staging,warehousesync,modeltraining,7251,36099.05,65.84,49.76,2024-02,0.008072195770125124,Azure
2024-02-25,eu-central-1,wh-2414,"singapore, sg",database,f2s_v2,block,reserved,876.01,hours,1.0996,18.29,production,procurementhub,modeltraining,3205,13232.11,963.26,787.08,2024-02,0.0012552368123651555,GCP
2024-02-25,ap-south-1,wh-0740,"sao paulo, br",cdn,n2-standard-4,ssd,spot,29122.47,gb,0.8957,34.39,uat,routeoptimizer,orderprocessing,5007,33939.01,26085.0,17114.37,2024-02,3.075631977644753e-05,GCP
2024-02-25,ap-southeast-1,wh-0106,"frankfurt, de",cdn,m5.large,ssd,spot,33069.02,vcpu-hours,0.5029,0.63,development,warehousesync,orderprocessing,10175,9366.85,16630.41,16525.64,2024-02,1.5207587040680373e-05,GCP
2024-02-25,us-east-1,wh-1021,"dallas, usa",analytics,m5.large,archive,spot,933047.0,requests,1.0066,36.6,uat,demandforecast,dataingest,6902,17779.47,939205.11,595456.04,2024-02,1.0788309699297033e-06,AWS
2024-02-25,ap-south-1,wh-2056,"rotterdam, nl",data transfer,r6g.large,archive,savings plan,30566.49,gb-month,0.1894,39.49,production,ordermgmt,shipmenttracking,8194,57766.57,5789.29,3503.1,2024-02,6.196328070380341e-06,GCP
2024-02-25,eu-west-1,wh-0995,"mumbai, in",cdn,standard_d4s_v5,hdd,savings plan,60630.96,gb-month,0.1969,28.97,qa,financeops,shipmenttracking,1973,59406.28,11938.24,8479.73,2024-02,3.2475157906125845e-06,AWS
2024-02-25,us-east-1,wh-1562,"singapore, sg",kubernetes,standard_d4s_v5,block,preemptible,55172.89,gb-month,1.1091,37.96,production,demandforecast,inventorysync,11710,24977.74,61192.25,37963.67,2024-02,2.0102263992333915e-05,AWS
2024-02-25,ap-southeast-1,wh-1085,"singapore, sg",compute,m5.large,ssd,savings plan,174689.0,requests,2.5272,22.76,development,procurementhub,modeltraining,8806,8727.08,441474.04,340994.55,2024-02,1.4466852520765476e-05,GCP
2024-02-25,eu-central-1,wh-1097,"sao paulo, br",analytics,n2-standard-4,cold,spot,110573.51,gb,0.9773,8.87,staging,routeoptimizer,modeltraining,9093,56759.45,108063.49,98478.26,2024-02,8.838464113149705e-06,GCP
2024-02-25,eu-central-1,wh-0526,"chennai, in",data transfer,f2s_v2,object,spot,29145.07,gb-month,0.1802,4.51,development,financeops,orderprocessing,9076,52018.55,5251.94,5015.08,2024-02,6.18286385999416e-06,AWS
2024-02-25,eu-central-1,wh-0210,"rotterdam, nl",data transfer,standard_d4s_v5,object,spot,41960.65,gb,0.155,3.05,production,routeoptimizer,routeoptimization,9333,11739.19,6503.9,6305.53,2024-02,3.693937057695722e-06,Azure
2024-02-25,sa-east-1,wh-2382,"rotterdam, nl",database,n2-standard-4,hdd,preemptible,890000.0,requests,2.7301,7.61,uat,warehousesync,forecasting,3622,55871.38,2429789.0,2244882.06,2024-02,3.0675280898876405e-06,Oracle Cloud
2024-02-25,eu-central-1,wh-0682,"phoenix, usa",ai/ml,r6g.large,block,preemptible,63458.63,gb-month,1.9157,34.55,production,vendorportal,inventorysync,11411,26606.21,121567.7,79566.06,2024-02,3.0188171411831614e-05,Azure
2024-02-26,eu-west-1,wh-0801,"dublin, ie",ai/ml,t3.medium,object,on-demand,61221.42,gb-month,1.775,28.02,production,financeops,modeltraining,4249,30454.89,108668.02,78219.24,2024-02,2.8993120381722604e-05,AWS
2024-02-26,eu-central-1,wh-1343,"dublin, ie",database,c5.xlarge,ssd,preemptible,31676.56,gb-month,2.6408,20.02,uat,inventoryplanner,shipmenttracking,12941,60487.01,83651.46,66904.44,2024-02,8.336763840518035e-05,GCP
2024-02-26,ap-south-1,wh-2400,"sao paulo, br",compute,c5.xlarge,ssd,spot,78375.27,gb-month,1.473,17.3,qa,financeops,dataingest,11717,37104.68,115446.77,95474.48,2024-02,1.8794193627658317e-05,GCP
2024-02-26,us-east-1,wh-0875,"mumbai, in",compute,t3.medium,ssd,preemptible,61773.96,gb-month,1.0152,37.36,qa,procurementhub,orderprocessing,9596,17579.99,62712.92,39283.37,2024-02,1.643410912947786e-05,Azure
2024-02-26,eu-west-1,wh-1739,"singapore, sg",analytics,c5.xlarge,hdd,reserved,30947.19,vcpu-hours,1.0544,11.63,staging,inventoryplanner,forecasting,9205,51712.35,32630.72,28835.77,2024-02,3.4070944728745975e-05,AWS
2024-02-26,us-east-1,wh-0344,"phoenix, usa",data transfer,t3.medium,hdd,spot,91768.54,gb,0.2481,21.82,uat,ordermgmt,routeoptimization,7688,39378.86,22767.77,17799.84,2024-02,2.7035408866698763e-06,AWS
2024-02-26,ap-south-1,wh-1510,"frankfurt, de",compute,t3.medium,hdd,preemptible,2168649.0,requests,0.5843,8.18,development,shipmenttracker,forecasting,6395,28882.71,1267141.61,1163489.43,2024-02,2.694304149726397e-07,GCP
2024-02-26,sa-east-1,wh-0017,"dallas, usa",analytics,r6g.large,archive,savings plan,2957138.0,requests,0.4719,30.49,development,inventoryplanner,shipmenttracking,137,26900.85,1395473.42,969993.57,2024-02,1.5957997225695926e-07,AWS
2024-02-26,eu-west-1,wh-0508,"rotterdam, nl",storage,t3.medium,ssd,on-demand,16539.19,vcpu-hours,0.3207,26.14,development,inventoryplanner,inventorysync,6500,59148.52,5304.12,3917.62,2024-02,1.939030871523938e-05,Azure
2024-02-26,us-west-2,wh-1480,"chennai, in",compute,t3.medium,cold,savings plan,1690.66,tb,2.4571,38.16,production,vendorportal,routeoptimization,6083,50149.03,4154.12,2568.91,2024-02,0.0014533377497545337,Azure
2024-02-26,ap-southeast-1,wh-0243,"singapore, sg",kubernetes,standard_d4s_v5,block,preemptible,7642.72,vcpu-hours,1.149,24.12,staging,routeoptimizer,forecasting,7428,38204.69,8781.49,6663.39,2024-02,0.00015033914627253124,AWS
2024-02-26,ap-south-1,wh-2493,"sao paulo, br",networking,f2s_v2,archive,savings plan,21246.55,vcpu-hours,1.0492,5.35,staging,demandforecast,routeoptimization,1638,10962.79,22291.88,21099.26,2024-02,4.9382134981914707e-05,GCP
2024-02-26,sa-east-1,wh-0324,"frankfurt, de",cdn,standard_d4s_v5,object,reserved,1603616.0,requests,0.2684,9.46,uat,routeoptimizer,backup,154,240.55,430410.53,389693.69,2024-02,1.6737173986789858e-07,Oracle Cloud
2024-02-26,us-west-2,wh-1460,"frankfurt, de",kubernetes,c5.xlarge,hdd,spot,485748.0,requests,0.7205,34.01,production,demandforecast,modeltraining,13142,9068.26,349981.43,230952.75,2024-02,1.4832793959007551e-06,AWS
2024-02-26,eu-central-1,wh-1413,"rotterdam, nl",ai/ml,t3.medium,cold,preemptible,4151.84,tb,2.1589,6.05,qa,shipmenttracker,routeoptimization,12797,44700.14,8963.41,8421.12,2024-02,0.0005199863193186635,Azure
2024-02-26,us-east-1,wh-2327,"dallas, usa",cdn,n2-standard-4,cold,reserved,888.33,hours,0.9213,9.93,uat,ordermgmt,orderprocessing,779,19110.31,818.42,737.15,2024-02,0.001037114585795819,Azure
2024-02-26,us-west-2,wh-1820,"phoenix, usa",kubernetes,c5.xlarge,object,on-demand,3119.7,tb,0.6031,34.47,development,inventoryplanner,backup,6305,33129.91,1881.49,1232.94,2024-02,0.00019331987050036863,Azure
2024-02-26,eu-central-1,wh-0724,"rotterdam, nl",storage,standard_d4s_v5,hdd,spot,493396.0,requests,0.0983,5.37,production,demandforecast,etl,10952,69537.14,48500.83,45896.34,2024-02,1.9923144897810278e-07,GCP
2024-02-26,eu-west-1,wh-2391,"frankfurt, de",kubernetes,t3.medium,block,preemptible,1461.16,hours,0.4101,9.75,production,inventoryplanner,modeltraining,12819,44728.64,599.22,540.8,2024-02,0.0002806674149306031,GCP
2024-02-26,us-east-1,wh-0742,"sao paulo, br",analytics,c5.xlarge,archive,on-demand,2305833.0,requests,1.2051,12.25,production,procurementhub,backup,10576,11417.8,2778759.35,2438361.33,2024-02,5.226310838642695e-07,Azure
2024-02-26,ap-southeast-1,wh-1815,"singapore, sg",kubernetes,r6g.large,archive,savings plan,38238.15,vcpu-hours,0.233,15.12,qa,routeoptimizer,dataingest,14184,4836.75,8909.49,7562.38,2024-02,6.093391024408869e-06,AWS
2024-02-26,eu-central-1,wh-0029,"frankfurt, de",cdn,standard_d4s_v5,block,on-demand,734219.0,requests,0.3,9.23,qa,warehousesync,shipmenttracking,5260,23086.02,220265.7,199935.18,2024-02,4.0859743482530417e-07,AWS
2024-02-26,ap-southeast-1,wh-2371,"phoenix, usa",cdn,m5.large,archive,preemptible,799036.0,requests,1.0949,24.13,development,vendorportal,shipmenttracking,8178,44412.72,874864.52,663759.71,2024-02,1.3702761828002742e-06,AWS
2024-02-26,eu-central-1,wh-2259,"rotterdam, nl",data transfer,t3.medium,block,savings plan,144058.08,gb,0.1012,33.16,qa,vendorportal,etl,1032,12091.99,14578.68,9744.39,2024-02,7.024944383543083e-07,GCP
2024-02-27,eu-west-1,wh-2078,"sao paulo, br",cdn,m5.large,ssd,reserved,2883.24,tb,1.4665,14.04,development,warehousesync,etl,13592,38088.4,4228.27,3634.62,2024-02,0.0005086291810601962,GCP
2024-02-27,eu-west-1,wh-1797,"sao paulo, br",data transfer,t3.medium,object,reserved,7751.08,tb,0.2127,41.64,qa,demandforecast,backup,14958,11084.08,1648.65,962.15,2024-02,2.7441337207202093e-05,AWS
2024-02-27,sa-east-1,wh-0216,"singapore, sg",kubernetes,f2s_v2,block,reserved,951.79,hours,0.7196,38.37,staging,inventoryplanner,etl,1106,36355.59,684.91,422.11,2024-02,0.0007560491284842245,AWS
2024-02-27,us-east-1,wh-2087,"dublin, ie",compute,c5.xlarge,block,spot,1437142.0,requests,2.7493,8.8,staging,ordermgmt,dataingest,14775,53288.52,3951134.5,3603434.66,2024-02,1.9130329501190556e-06,AWS
2024-02-27,ap-southeast-1,wh-1753,"chennai, in",compute,m5.large,block,on-demand,20503.3,vcpu-hours,2.7929,18.34,staging,demandforecast,backup,2148,1349.63,57263.67,46761.51,2024-02,0.00013621709676003374,GCP
2024-02-27,eu-west-1,wh-1375,"dallas, usa",cdn,c5.xlarge,object,spot,567632.0,requests,0.1211,3.71,development,routeoptimizer,inventorysync,246,49732.5,68740.24,66189.98,2024-02,2.133424472193252e-07,Azure
2024-02-27,ap-south-1,wh-0165,"singapore, sg",storage,n2-standard-4,cold,on-demand,26845.76,vcpu-hours,0.1066,18.15,qa,inventoryplanner,shipmenttracking,10054,14044.51,2861.76,2342.35,2024-02,3.9708318930065684e-06,GCP
2024-02-27,us-west-2,wh-1821,"rotterdam, nl",data transfer,r6g.large,block,preemptible,1332778.0,requests,0.1513,36.64,uat,financeops,shipmenttracking,11518,33215.57,201649.31,127765.0,2024-02,1.1352228203046568e-07,Azure
2024-02-27,us-east-1,wh-0354,"singapore, sg",cdn,t3.medium,cold,on-demand,2799999.0,requests,0.4219,29.22,staging,routeoptimizer,routeoptimization,13700,30942.92,1181319.58,836138.0,2024-02,1.5067862524236615e-07,AWS
2024-02-27,us-east-1,wh-0739,"frankfurt, de",database,m5.large,archive,spot,65191.51,gb-month,2.7511,0.12,production,demandforecast,modeltraining,3025,43100.86,179348.36,179133.14,2024-02,4.220028037393213e-05,Azure
2024-02-27,ap-south-1,wh-1933,"chennai, in",compute,n2-standard-4,archive,on-demand,23935.79,vcpu-hours,0.8917,28.68,uat,warehousesync,dataingest,10143,5713.57,21343.54,15222.21,2024-02,3.7253836200935925e-05,AWS
2024-02-27,ap-southeast-1,wh-1373,"chennai, in",database,r6g.large,cold,savings plan,2713485.0,requests,0.8962,29.4,development,shipmenttracker,shipmenttracking,13373,10311.45,2431825.26,1716868.63,2024-02,3.302763789001966e-07,GCP
2024-02-27,ap-south-1,wh-0565,"dallas, usa",analytics,t3.medium,object,reserved,27781.73,vcpu-hours,0.1569,23.37,uat,vendorportal,orderprocessing,7321,33717.96,4358.95,3340.26,2024-02,5.647596459975675e-06,GCP
